hgnc_id,hgnc_symbol,hgnc_synonyms,hgnc_name,ensembl_id,entrez_id
HGNC:10424,RPS4X,"DXS306, CCG2, SCAR, SCR10, FLJ40595, RPS4, ES4",ribosomal protein S4 X-linked,ENSG00000198034,6191
HGNC:10426,RPS5,"S5, US7",ribosomal protein S5,ENSG00000083845,6193
HGNC:10429,RPS6,ES6,ribosomal protein S6,ENSG00000137154,6194
HGNC:10430,RPS6KA1,"RSK1, HU-1, P90RSK, MAPKAPK1",ribosomal protein S6 kinase A1,ENSG00000117676,6195
HGNC:10433,RPS6KA4,RSK-B,ribosomal protein S6 kinase A4,ENSG00000162302,8986
HGNC:10434,RPS6KA5,RLPK,ribosomal protein S6 kinase A5,ENSG00000100784,9252
HGNC:10435,RPS6KA6,RSK4,ribosomal protein S6 kinase A6,ENSG00000072133,27330
HGNC:10436,RPS6KB1,"S6K1, P70(S6K)-ALPHA, PS6K, S6K, STK14A",ribosomal protein S6 kinase B1,ENSG00000108443,6198
HGNC:10439,RPS6KC1,"HUMS6PKH1, RSKL1",ribosomal protein S6 kinase C1,ENSG00000136643,26750
HGNC:10440,RPS7,ES7,ribosomal protein S7,ENSG00000171863,6201
HGNC:10441,RPS8,ES8,ribosomal protein S8,ENSG00000142937,6202
HGNC:10442,RPS9,US4,ribosomal protein S9,ENSG00000170889,6203
HGNC:6502,RPSA,"37LRP, US2, LAMR1",ribosomal protein SA,ENSG00000168028,3921
HGNC:10469,RTN3,"NSPL2, NSPLII, ASYIP, RTN3-A1",reticulon 3,ENSG00000133318,10313
HGNC:14085,RTN4,"NSP-CL, KIAA0886, NOGO, ASY",reticulon 4,ENSG00000115310,57142
HGNC:18601,RTN4R,NOGOR,reticulon 4 receptor,ENSG00000040608,65078
HGNC:10481,RYK,"D3S3195, RYK1, JTK5A",receptor like tyrosine kinase,ENSG00000163785,6259
HGNC:3165,S1PR1,"EDG-1, D1S3362, CD363",sphingosine-1-phosphate receptor 1,ENSG00000170989,1901
HGNC:3169,S1PR2,"GPCR13, H218, AGR16, EDG5, DFNB68",sphingosine-1-phosphate receptor 2,ENSG00000267534,9294
HGNC:3167,S1PR3,"EDG-3, FLJ37523, BA791O21.3, EDG3, C9ORF47, C9ORF108",sphingosine-1-phosphate receptor 3,ENSG00000213694,1903
HGNC:3170,S1PR4,EDG6,sphingosine-1-phosphate receptor 4,ENSG00000125910,8698
HGNC:14299,S1PR5,"EDG-8, EDG8",sphingosine-1-phosphate receptor 5,ENSG00000180739,53637
HGNC:17059,SACM1L,"SAC1, KIAA0851",SAC1 like phosphatidylinositide phosphatase,ENSG00000211456,22908
HGNC:23023,SAMD4A,"KIAA1053, DKFZP434H0350, SMAUG, SMG, SMGA, HSMAUG1, SAMD4",sterile alpha motif domain containing 4A,ENSG00000020577,23034
HGNC:17074,SARM1,"SARM, SAMD2, KIAA0524",sterile alpha and TIR motif containing 1,ENSG00000004139,23098
HGNC:10563,SCAMP1,SCAMP37,secretory carrier membrane protein 1,ENSG00000085365,9522
HGNC:30386,SCAMP5,MGC24969,secretory carrier membrane protein 5,ENSG00000198794,192683
HGNC:10575,SCG2,CHGC,secretogranin II,ENSG00000171951,7857
HGNC:10582,SCN10A,"NAV1.8, HPN3, SNS, PN3",sodium voltage-gated channel alpha subunit 10,ENSG00000185313,6336
HGNC:10583,SCN11A,"NAV1.9, NAN, SNS-2, SCN12A",sodium voltage-gated channel alpha subunit 11,ENSG00000168356,11280
HGNC:10585,SCN1A,"NAV1.1, GEFSP2, SMEI, SCN1, FEB3",sodium voltage-gated channel alpha subunit 1,ENSG00000144285,6323
HGNC:10588,SCN2A,"NAV1.2, HBSCII, SCN2A1, SCN2A2",sodium voltage-gated channel alpha subunit 2,ENSG00000136531,6326
HGNC:10596,SCN8A,"NAV1.6, NACH6, PN4, CERIII, CIAT",sodium voltage-gated channel alpha subunit 8,ENSG00000196876,6334
HGNC:30377,SCRIB,"KIAA0147, SCRB1, VARTUL",scribble planar cell polarity protein,ENSG00000180900,23513
HGNC:22192,SCRN1,KIAA0193,secernin 1,ENSG00000136193,9805
HGNC:10659,SDC2,"FIBROGLYCAN, SYND2, CD362, HSPG, HSPG1",syndecan 2,ENSG00000169439,6383
HGNC:10662,SDCBP,"SYCL, MDA-9, SDCBP1",syndecan binding protein,ENSG00000137575,6386
HGNC:10700,SEC22B,"ERS-24, SEC22L1","SEC22 homolog B, vesicle trafficking protein",ENSG00000265808,9554
HGNC:10723,SEMA3A,"SEMA1, SEMD, COLL-1, HSEMA-I, SEMAD",semaphorin 3A,ENSG00000075213,10371
HGNC:10728,SEMA3F,"SEMAK, SEMA4",semaphorin 3F,ENSG00000001617,6405
HGNC:10730,SEMA4B,"SEMC, KIAA1745, MGC131831, SEMAC",semaphorin 4B,ENSG00000185033,10509
HGNC:10731,SEMA4C,"SEMACL1, SEMAI",semaphorin 4C,ENSG00000168758,54910
HGNC:10732,SEMA4D,"CD100, COLL-4, FLJ39737, SEMAJ, C9ORF164",semaphorin 4D,ENSG00000187764,10507
HGNC:10734,SEMA4F,"SEMAW, SEMAM",ssemaphorin 4F,ENSG00000135622,10505
HGNC:10741,SEMA7A,"H-SEMA-L, CD108, SEMAL",semaphorin 7A (John Milton Hagen blood group),ENSG00000138623,8482
HGNC:17927,SENP1,NA,SUMO specific peptidase 1,ENSG00000079387,29843
HGNC:28407,SENP5,MGC27076,SUMO specific peptidase 5,ENSG00000119231,205564
HGNC:20944,SENP6,"SUSP1, KIAA0797",SUMO specific peptidase 6,ENSG00000112701,26054
HGNC:30402,SENP7,NA,SUMO specific peptidase 7,ENSG00000138468,57337
HGNC:25589,SEPTIN11,"FLJ10849, SEPTIN-11, SEPT11",septin 11,ENSG00000138758,55752
HGNC:7729,SEPTIN2,"KIAA0158, HNEDD5, SEPTIN-2, NEDD5",septin 2,ENSG00000168385,4735
HGNC:10750,SEPTIN3,"SEP3, SEPT3",septin 3,ENSG00000100167,55964
HGNC:9165,SEPTIN4,"CE5B3, HUCEP-7, ARTS, HCDCREL-2, MART, FLJ40121, SEPTIN-4, PNUTL2, C17ORF47, SEPT4",septin 4,ENSG00000108387,5414
HGNC:9164,SEPTIN5,"HCDCREL-1, SEPTIN-5, CDCREL-1, PNUTL1, SEPT5",septin 5,ENSG00000184702,5413
HGNC:15848,SEPTIN6,"KIAA0128, MGC16619, MGC20339, SEPTIN-6, SEPT6",septin 6,ENSG00000125354,23157
HGNC:1717,SEPTIN7,"CDC3, SEPT7A, SEPTIN-7, CDC10, SEPT7",septin 7,ENSG00000122545,989
HGNC:16511,SEPTIN8,"KIAA0202, SEPTIN-8, SEPT8",septin 8,ENSG00000164402,23176
HGNC:7323,SEPTIN9,"MSF1, KIAA0991, PNUTL4, AF17Q25, SEPTD1, SEPT9",septin 9,ENSG00000184640,10801
HGNC:10763,SEZ6L,SEZ6L1,seizure related 6 homolog like,ENSG00000100095,23544
HGNC:10774,SFPQ,PPP1R140,splicing factor proline and glutamine rich,ENSG00000116560,6421
HGNC:25412,SGIP1,DKFZP761D221,SH3GL interacting endocytic adaptor 1,ENSG00000118473,84251
HGNC:10819,SGTA,"UBP, VPU, HSGT, ALPHASGT, SGT",small glutamine rich tetratricopeptide repeat co-chaperone alpha,ENSG00000104969,6449
HGNC:10830,SH3GL1,"SH3P8, SH3D2B, CNSA1, EEN, MGC111371","SH3 domain containing GRB2 like 1, endophilin A2",ENSG00000141985,6455
HGNC:10831,SH3GL2,"SH3P4, SH3D2A, CNSA2, EEN-B1","SH3 domain containing GRB2 like 2, endophilin A1",ENSG00000107295,6456
HGNC:10832,SH3GL3,"SH3D2C, SH3P13, CNSA3, EEN-B2, HST19371","SH3 domain containing GRB2 like 3, endophilin A3",ENSG00000140600,6457
HGNC:10834,SH3GLB2,KIAA1848,"SH3 domain containing GRB2 like, endophilin B2",ENSG00000148341,56904
HGNC:13867,SH3KBP1,CIN85,SH3 domain containing kinase binding protein 1,ENSG00000147010,30011
HGNC:15474,SHANK1,"SSTRIP, SPANK-1, SYNAMON",SH3 and multiple ankyrin repeat domains 1,ENSG00000161681,50944
HGNC:14295,SHANK2,"CTTNBP1, PROSAP1, SHANK, SPANK-3, CORTBP1",SH3 and multiple ankyrin repeat domains 2,ENSG00000162105,22941
HGNC:14294,SHANK3,"SPANK-2, PROSAP2, KIAA1650, PSAP2",SH3 and multiple ankyrin repeat domains 3,ENSG00000251322,85358
HGNC:25321,SHARPIN,"DKFZP434N1923, SIPL1",SHANK associated RH domain interactor,ENSG00000179526,81858
HGNC:10848,SHH,"HHG1, SMMCI, TPTPS, MCOPCB5, HPE3",sonic hedgehog signaling molecule,ENSG00000164690,6469
HGNC:34491,SHISA6,FLJ45455,shisa family member 6,ENSG00000188803,388336
HGNC:35409,SHISA7,NA,shisa family member 7,ENSG00000187902,729956
HGNC:37231,SHISA9,NA,shisa family member 9,ENSG00000237515,729993
HGNC:29215,SHROOM4,"KIAA1202, SHRM4, SHAP",shroom family member 4,ENSG00000158352,57477
HGNC:8157,SIGMAR1,"SR-BP1, OPRS1",sigma non-opioid intracellular receptor 1,ENSG00000147955,10280
HGNC:20284,SIPA1L1,"KIAA0440, E6TP1, SPAR1",signal induced proliferation associated 1 like 1,ENSG00000197555,26037
HGNC:23800,SIPA1L2,"KIAA1389, SPAR2",signal induced proliferation associated 1 like 2,ENSG00000116991,57568
HGNC:23801,SIPA1L3,"KIAA0545, SPAR3",signal induced proliferation associated 1 like 3,ENSG00000105738,23094
HGNC:10886,SIRT2,SIR2L,sirtuin 2,ENSG00000068903,22933
HGNC:10899,SKP1,"MGC34403, OCP-II, P19A, SKP1A",S-phase kinase associated protein 1,ENSG00000113558,6500
HGNC:22980,SLC10A4,MGC29802,solute carrier family 10 member 4,ENSG00000145248,201780
HGNC:13818,SLC12A5,"KIAA1176, KCC2, HKCC2",solute carrier family 12 member 5,ENSG00000124140,57468
HGNC:10922,SLC16A1,NA,solute carrier family 16 member 1,ENSG00000155380,6566
HGNC:10928,SLC16A7,MCT2,solute carrier family 16 member 7,ENSG00000118596,9194
HGNC:10933,SLC17A5,"ISSD, NSD, SIALIN, SLD, SIASD",solute carrier family 17 member 5,ENSG00000119899,26503
HGNC:16703,SLC17A6,"DNPI, VGLUT2",solute carrier family 17 member 6,ENSG00000091664,57084
HGNC:16704,SLC17A7,"BNPI, VGLUT1",solute carrier family 17 member 7,ENSG00000104888,57030
HGNC:20151,SLC17A8,"VGLUT3, DFNA25",solute carrier family 17 member 8,ENSG00000179520,246213
HGNC:10934,SLC18A1,"CGAT, VMAT1",solute carrier family 18 member A1,ENSG00000036565,6570
HGNC:10935,SLC18A2,"SVMT, SVAT, VAT2, VMAT2",solute carrier family 18 member A2,ENSG00000165646,6571
HGNC:10936,SLC18A3,VACHT,solute carrier family 18 member A3,ENSG00000187714,6572
HGNC:10939,SLC1A1,"EAAC1, EAAT3, HEAAC1",solute carrier family 1 member 1,ENSG00000106688,6505
HGNC:10940,SLC1A2,"GLT-1, GLT1, EAAT2, HBGT",solute carrier family 1 member 2,ENSG00000110436,6506
HGNC:10944,SLC1A6,EAAT4,solute carrier family 1 member 6,ENSG00000105143,6511
HGNC:10945,SLC1A7,EAAT5,solute carrier family 1 member 7,ENSG00000162383,6512
HGNC:10966,SLC22A2,NA,solute carrier family 22 member 2,ENSG00000112499,6582
HGNC:10976,SLC24A2,NCKX2,solute carrier family 24 member 2,ENSG00000155886,25769
HGNC:11003,SLC29A1,ENT1,solute carrier family 29 member 1 (Augustine blood group),ENSG00000112759,2030
HGNC:11007,SLC2A3,GLUT3,solute carrier family 2 member 3,ENSG00000059804,6515
HGNC:11009,SLC2A4,GLUT4,solute carrier family 2 member 4,ENSG00000181856,6517
HGNC:11012,SLC30A1,ZNT1,solute carrier family 30 member 1,ENSG00000170385,7779
HGNC:11014,SLC30A3,ZNT3,solute carrier family 30 member 3,ENSG00000115194,7781
HGNC:11018,SLC32A1,"VGAT, BA122O1.1, VIAAT",solute carrier family 32 member 1,ENSG00000101438,140679
HGNC:11026,SLC3A2,"4T2HC, 4F2, NACAE, CD98HC, 4F2HC, MDU1",solute carrier family 3 member 2,ENSG00000168003,6520
HGNC:11034,SLC4A8,NA,solute carrier family 4 member 8,ENSG00000050438,9498
HGNC:11042,SLC6A1,"GAT1, GABATR, GABATHG, GAT-1, HGAT-1",solute carrier family 6 member 1,ENSG00000157103,6529
HGNC:11044,SLC6A11,GAT3,solute carrier family 6 member 11,ENSG00000132164,6538
HGNC:31399,SLC6A17,NTT4,solute carrier family 6 member 17,ENSG00000197106,388662
HGNC:11048,SLC6A2,NA,solute carrier family 6 member 2,ENSG00000103546,6530
HGNC:11049,SLC6A3,DAT,solute carrier family 6 member 3,ENSG00000142319,6531
HGNC:11050,SLC6A4,"5-HTT, SERT1, OCD1",solute carrier family 6 member 4,ENSG00000108576,6532
HGNC:11051,SLC6A5,GLYT-2,solute carrier family 6 member 5,ENSG00000165970,9152
HGNC:11052,SLC6A6,TAUT,solute carrier family 6 member 6,ENSG00000131389,6533
HGNC:11054,SLC6A7,PROT,solute carrier family 6 member 7,ENSG00000011083,6534
HGNC:11055,SLC6A8,"CRTR, CRT-1, CRT1",solute carrier family 6 member 8,ENSG00000130821,6535
HGNC:11056,SLC6A9,GLYT-1,solute carrier family 6 member 9,ENSG00000196517,6536
HGNC:11068,SLC8A1,NCX1,solute carrier family 8 member A1,ENSG00000183023,6546
HGNC:11069,SLC8A2,"NCX2, KIAA1087",solute carrier family 8 member A2,ENSG00000118160,6543
HGNC:11070,SLC8A3,NCX3,solute carrier family 8 member A3,ENSG00000100678,6547
HGNC:11079,SLC9A6,"NHE6, KIAA0267, NHE-6",solute carrier family 9 member A6,ENSG00000198689,10479
HGNC:11086,SLIT2,"SLIT-2, SLIL3",slit guidance ligand 2,ENSG00000145147,9353
HGNC:20297,SLITRK1,"KIAA1910, LRRC12",SLIT and NTRK like family member 1,ENSG00000178235,114798
HGNC:13449,SLITRK2,"KIAA1854, SLITL1, TMEM257, CXORF1",SLIT and NTRK like family member 2,ENSG00000185985,84631
HGNC:23501,SLITRK3,KIAA0848,SLIT and NTRK like family member 3,ENSG00000121871,22865
HGNC:23502,SLITRK4,DKFZP547M2010,SLIT and NTRK like family member 4,ENSG00000179542,139065
HGNC:20295,SLITRK5,"BA364G4.2, KIAA0918, LRRC11",SLIT and NTRK like family member 5,ENSG00000165300,26050
HGNC:11119,SMO,"FZD11, SMOH","smoothened, frizzled class receptor",ENSG00000128602,6608
HGNC:11131,SNAP23,"SNAP23A, SNAP23B, HST17016",synaptosome associated protein 23,ENSG00000092531,8773
HGNC:11132,SNAP25,"SNAP-25, RIC-4, RIC4, SEC9, BA416N4.2, DJ1068F16.2, SNAP",synaptosome associated protein 25,ENSG00000132639,6616
HGNC:11133,SNAP29,"SNAP-29, CEDNIK",synaptosome associated protein 29,ENSG00000099940,9342
HGNC:30669,SNAP47,"SVAP1, SNAP-47, C1ORF142",synaptosome associated protein 47,ENSG00000143740,116841
HGNC:14986,SNAP91,"KIAA0656, AP180",synaptosome associated protein 91,ENSG00000065609,9892
HGNC:17145,SNAPIN,"BLOC1S7, BORCS3, SNAPAP",SNAP associated protein,ENSG00000143553,23557
HGNC:11138,SNCA,"NACP, PARK1, PARK4",synuclein alpha,ENSG00000145335,6622
HGNC:11140,SNCB,NA,synuclein beta,ENSG00000074317,6620
HGNC:15931,SNPH,BA314N13.5,syntaphilin,ENSG00000101298,9751
HGNC:11172,SNX1,"SNX1A, MGC8664, HST17379, VPS5",sorting nexin 1,ENSG00000028528,6642
HGNC:14977,SNX14,RGS-PX2,sorting nexin 14,ENSG00000135317,57231
HGNC:14980,SNX16,NA,sorting nexin 16,ENSG00000104497,64089
HGNC:20073,SNX27,"MY014, KIAA0488, MGC20471",sorting nexin 27,ENSG00000143376,81609
HGNC:11175,SNX4,ATG24B,sorting nexin 4,ENSG00000114520,8723
HGNC:14970,SNX6,NA,sorting nexin 6,ENSG00000129515,58533
HGNC:14973,SNX9,"SH3PX1, SH3PXD3A",sorting nexin 9,ENSG00000130340,51429
HGNC:16699,SORCS3,"KIAA1059, SORCS",sortilin related VPS10 domain containing receptor 3,ENSG00000156395,22986
HGNC:11186,SORT1,GP95,sortilin 1,ENSG00000134243,6272
HGNC:11187,SOS1,GINGF,SOS Ras/Rac guanine nucleotide exchange factor 1,ENSG00000115904,6654
HGNC:11219,SPARC,"ONT, BM-40, ON",secreted protein acidic and cysteine rich,ENSG00000113140,6678
HGNC:11220,SPARCL1,MAST9,SPARC like 1,ENSG00000152583,8404
HGNC:11240,SPHK1,SPHK,sphingosine kinase 1,ENSG00000176170,8877
HGNC:11251,SPOCK1,"TESTICAN-1, TIC1, SPOCK","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",ENSG00000152377,6695
HGNC:11273,SPTAN1,NA,"spectrin alpha, non-erythrocytic 1",ENSG00000197694,6709
HGNC:11274,SPTB,NA,"spectrin beta, erythrocytic",ENSG00000070182,6710
HGNC:11275,SPTBN1,NA,"spectrin beta, non-erythrocytic 1",ENSG00000115306,6711
HGNC:11276,SPTBN2,SCA5,"spectrin beta, non-erythrocytic 2",ENSG00000173898,6712
HGNC:11280,SQSTM1,"P62B, A170, PDB3, OSIL",sequestosome 1,ENSG00000161011,8878
HGNC:11283,SRC,"ASV, C-SRC","SRC proto-oncogene, non-receptor tyrosine kinase",ENSG00000197122,6714
HGNC:29506,SRCIN1,"SNIP, P140CAP, KIAA1684",SRC kinase signaling inhibitor 1,ENSG00000277363,80725
HGNC:19751,SRGAP2,"KIAA0456, ARHGAP34, SRGAP2A, FNBP2",SLIT-ROBO Rho GTPase activating protein 2,ENSG00000266028,23380
HGNC:35237,SRGAP2B,SRGAP2P2,SLIT-ROBO Rho GTPase activating protein 2B,ENSG00000196369,647135
HGNC:30584,SRGAP2C,SRGAP2P1,SLIT-ROBO Rho GTPase activating protein 2C,ENSG00000171943,653464
HGNC:19744,SRGAP3,"KIAA0411, MEGAP, WRP, ARHGAP14",SLIT-ROBO Rho GTPase activating protein 3,ENSG00000196220,9901
HGNC:11306,SRPK2,SFRSK2,SRSF protein kinase 2,ENSG00000135250,6733
HGNC:30668,SRPX2,SRPUL,sushi repeat containing protein X-linked 2,ENSG00000102359,27286
HGNC:11329,SST,"SMST, SST1",somatostatin,ENSG00000157005,6750
HGNC:11364,STAT3,APRF,signal transducer and activator of transcription 3,ENSG00000168610,6774
HGNC:11370,STAU1,"PPP1R150, STAU",staufen double-stranded RNA binding protein 1,ENSG00000124214,6780
HGNC:11371,STAU2,39K2,staufen double-stranded RNA binding protein 2,ENSG00000040341,27067
HGNC:17847,STK38,NA,serine/threonine kinase 38,ENSG00000112079,11329
HGNC:17848,STK38L,"KIAA0965, NDR2",serine/threonine kinase 38 like,ENSG00000211455,23012
HGNC:30652,STON2,"STNB2, STN2",stonin 2,ENSG00000140022,85439
HGNC:11424,STRN,"PPP2R6A, STRN1",striatin,ENSG00000115808,6801
HGNC:15720,STRN3,"SG2NA, PPP2R6B, S/G2NA",striatin 3,ENSG00000196792,29966
HGNC:15721,STRN4,PPP2R6C,striatin 4,ENSG00000090372,29888
HGNC:11430,STX12,"STX13, STX14",syntaxin 12,ENSG00000117758,23673
HGNC:11431,STX16,"HSYN16, SYN16, SYN-16",syntaxin 16,ENSG00000124222,8675
HGNC:11433,STX1A,"HPC-1, P35-1, STX1",syntaxin 1A,ENSG00000106089,6804
HGNC:18539,STX1B,"STX1B1, STX1B2",syntaxin 1B,ENSG00000099365,112755
HGNC:3403,STX2,"EPM, STX2B, STX2C, STX2A, EPIM",syntaxin 2,ENSG00000111450,2054
HGNC:11438,STX3,STX3A,syntaxin 3,ENSG00000166900,6809
HGNC:11439,STX4,"P35-2, STX4A",syntaxin 4,ENSG00000103496,6810
HGNC:11441,STX6,NA,syntaxin 6,ENSG00000135823,10228
HGNC:11442,STX7,NA,syntaxin 7,ENSG00000079950,8417
HGNC:11444,STXBP1,"HUNC18, MUNC18-1, UNC18, RBSEC1, NSEC1",syntaxin binding protein 1,ENSG00000136854,6812
HGNC:19665,STXBP5,"TOMOSYN, LLGL3, TOMOSYN-1",syntaxin binding protein 5,ENSG00000164506,134957
HGNC:30757,STXBP5L,"KIAA1006, LLGL4, TOMOSYN-2",syntaxin binding protein 5L,ENSG00000145087,9515
HGNC:12502,SUMO1,"PIC1, GMP1, SMT3C, SUMO-1, SMT3H3, OFC10, UBL1",small ubiquitin like modifier 1,ENSG00000116030,7341
HGNC:11125,SUMO2,"SMT3B, SMT3H2",small ubiquitin like modifier 2,ENSG00000188612,6613
HGNC:11124,SUMO3,"SMT3A, SMT3H1",small ubiquitin like modifier 3,ENSG00000184900,6612
HGNC:25470,SUSD4,NA,sushi domain containing 4,ENSG00000143502,55061
HGNC:20566,SV2A,"SV2, KIAA0736, SLC22B1",synaptic vesicle glycoprotein 2A,ENSG00000159164,9900
HGNC:16874,SV2B,"KIAA0735, HST19680, SLC22B2",synaptic vesicle glycoprotein 2B,ENSG00000185518,9899
HGNC:30670,SV2C,SLC22B3,synaptic vesicle glycoprotein 2C,ENSG00000122012,22987
HGNC:25417,SVOP,"DKFZP761H039, SLC22B4",SV2 related protein,ENSG00000166111,55530
HGNC:17070,SWAP70,"KIAA0640, SWAP-70",switching B cell complex subunit SWAP70,ENSG00000133789,23075
HGNC:25824,SYDE1,"7H3, FLJ13511",synapse defective Rho GTPase homolog 1,ENSG00000105137,85360
HGNC:25841,SYDE2,FLJ13815,synapse defective Rho GTPase homolog 2,ENSG00000097096,84144
HGNC:11494,SYN1,MRX50,synapsin I,ENSG00000008056,6853
HGNC:11495,SYN2,"SYNII, SYNIIA, SYNIIB",synapsin II,ENSG00000157152,6854
HGNC:11496,SYN3,NA,synapsin III,ENSG00000185666,8224
HGNC:16918,SYNCRIP,"NSAP1, GRY-RBP, DJ3J17.2, HNRPQ1, HNRNP-Q, HNRNPQ",synaptotagmin binding cytoplasmic RNA interacting protein,ENSG00000135316,10492
HGNC:15885,SYNDIG1,"FLJ14220, IFITMD5, DSPC2, C20ORF39, TMEM90B",synapse differentiation inducing 1,ENSG00000101463,79953
HGNC:17089,SYNE1,"SYNE-1B, KIAA0796, 8B, NESPRIN-1, ENAPTIN, MYNE1, CPG2, DJ45H2.2, SCAR8, ARCA1, NESP1, C6ORF98",spectrin repeat containing nuclear envelope protein 1,ENSG00000131018,23345
HGNC:11497,SYNGAP1,"SYNGAP, RASA5, KIAA1938",synaptic Ras GTPase activating protein 1,ENSG00000197283,8831
HGNC:11498,SYNGR1,NA,synaptogyrin 1,ENSG00000100321,9145
HGNC:11501,SYNGR3,NA,synaptogyrin 3,ENSG00000127561,9143
HGNC:11503,SYNJ1,"INPP5G, PARK20",synaptojanin 1,ENSG00000159082,8867
HGNC:11504,SYNJ2,INPP5H,synaptojanin 2,ENSG00000078269,8871
HGNC:30672,SYNPO,"KIAA1029, SYNPO1",synaptopodin,ENSG00000171992,11346
HGNC:16507,SYNPR,MGC26651,synaptoporin,ENSG00000163630,132204
HGNC:11506,SYP,MRX96,synaptophysin,ENSG00000102003,6855
HGNC:11507,SYPL1,SYPL,synaptophysin like 1,ENSG00000008282,6856
HGNC:11509,SYT1,SVP65,synaptotagmin 1,ENSG00000067715,6857
HGNC:19266,SYT10,NA,synaptotagmin 10,ENSG00000110975,341359
HGNC:19239,SYT11,"KIAA0080, MGC10881, MGC17226, DKFZP781D015",synaptotagmin 11,ENSG00000132718,23208
HGNC:18381,SYT12,SRG1,synaptotagmin 12,ENSG00000173227,91683
HGNC:24119,SYT17,SYT-17,synaptotagmin 17,ENSG00000103528,51760
HGNC:11510,SYT2,NA,synaptotagmin 2,ENSG00000143858,127833
HGNC:11511,SYT3,NA,synaptotagmin 3,ENSG00000213023,84258
HGNC:11512,SYT4,"KIAA1342, HST1192",synaptotagmin 4,ENSG00000132872,6860
HGNC:11513,SYT5,NA,synaptotagmin 5,ENSG00000129990,6861
HGNC:18638,SYT6,NA,synaptotagmin 6,ENSG00000134207,148281
HGNC:11514,SYT7,"IPCA-7, SYT-VII, MGC150517, PCANAP7",synaptotagmin 7,ENSG00000011347,9066
HGNC:19265,SYT9,NA,synaptotagmin 9,ENSG00000170743,143425
HGNC:11517,TAC1,"NPK, TAC2, NKNA",tachykinin precursor 1,ENSG00000006128,6863
HGNC:11524,TACC3,"ERIC1, ERIC-1, MASKIN, TACC4",transforming acidic coiled-coil containing protein 3,ENSG00000013810,10460
HGNC:11526,TACR1,"NK1R, TAC1R",tachykinin receptor 1,ENSG00000115353,6869
HGNC:21591,TAFA4,"TAFA-4, FAM19A4",TAFA chemokine like family member 4,ENSG00000163377,151647
HGNC:29868,TAGLN3,"NP25, NP22",transgelin 3,ENSG00000144834,29114
HGNC:18707,TAMALIN,GRASP,trafficking regulator and scaffold protein tamalin,ENSG00000161835,160622
HGNC:29364,TANC1,"KIAA1728, ROLSB","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",ENSG00000115183,85461
HGNC:30212,TANC2,"DKFZP564D166, FLJ10215, FLJ11824, KIAA1148, KIAA1636, ROLS, ROLSA","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",ENSG00000170921,26115
HGNC:16835,TAOK2,"KIAA0881, PSK, PSK1, TAO2, MAP3K17, HKFC-C, PSK1-BETA, TAO2BETA",TAO kinase 2,ENSG00000149930,9344
HGNC:18026,TBC1D2,"PARIS1, TBC1D2A, ARMUS",TBC1 domain family member 2,ENSG00000095383,55357
HGNC:29203,TBC1D24,"KIAA1171, TLDC6, DFNA65, DFNB86",TBC1 domain family member 24,ENSG00000162065,57465
HGNC:29183,TBC1D2B,KIAA1055,TBC1 domain family member 2B,ENSG00000167202,23102
HGNC:11712,TDRD1,CT41.1,tudor domain containing 1,ENSG00000095627,56165
HGNC:20614,TDRD5,"FLJ34823, TUDOR3",tudor domain containing 5,ENSG00000162782,163589
HGNC:21339,TDRD6,"NY-CO-45, BA446F17.4, CT41.2, SPATA36",tudor domain containing 6,ENSG00000180113,221400
HGNC:8117,TENM1,"TEN-M1, TNM, ODZ1",teneurin transmembrane protein 1,ENSG00000009694,10178
HGNC:29943,TENM2,"KIAA1127, TEN-M2, TEN2, ODZ2",teneurin transmembrane protein 2,ENSG00000145934,57451
HGNC:29944,TENM3,"TEN-M3, KIAA1455, TEN3",teneurin transmembrane protein 3,ENSG00000218336,55714
HGNC:29945,TENM4,"KIAA1302, TEN-M4, TEN4, DOC4, ODZ4",teneurin transmembrane protein 4,ENSG00000149256,26011
HGNC:26776,TENT2,"FLJ38499, GLD2, TUT2, PAPD4",terminal nucleotidyltransferase 2,ENSG00000164329,167153
HGNC:11729,TERF2,TRBF2,telomeric repeat binding factor 2,ENSG00000132604,7014
HGNC:11763,TFRC,"CD71, TFR1",transferrin receptor,ENSG00000072274,7037
HGNC:15450,TGOLN2,"TGN51, TGN46, TGN48, TGN38, TTGN2",trans-golgi network protein 2,ENSG00000152291,10618
HGNC:11801,THY1,CD90,Thy-1 cell surface antigen,ENSG00000154096,7070
HGNC:11805,TIAM1,NA,TIAM Rac1 associated GEF 1,ENSG00000156299,7074
HGNC:15447,TLN2,KIAA0320,talin 2,ENSG00000171914,83660
HGNC:28451,TMEM108,"MGC3040, CT124",transmembrane protein 108,ENSG00000144868,66000
HGNC:25380,TMEM163,"DKFZP566N034, SV31, SLC30A11",transmembrane protein 163,ENSG00000152128,81615
HGNC:15876,TMEM230,"HSPC274, C20ORF30",transmembrane protein 230,ENSG00000089063,29058
HGNC:25186,TMEM240,"C1ORF70, SCA21",transmembrane protein 240,ENSG00000205090,339453
